Ingredientid,Formula,cid,smiles
1110,C30H50O ,225688,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C
1111,C32H52O2 ,92842,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC(=O)C)C)C)C2C1C)C)C
1112,C32H52O2 ,91746489,CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC=C4C3(CCC5(C4CC(CC5)(C)C)C)C)C)C
1113,C30H50O ,225689,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C
1122,C46H80O2 ,13915599,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC=C4C3(CCC5(C4CC(CC5)(C)C)C)C)C)C
1123,C48H84O2 ,102079536,CCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4C5=CC(CCC5(CCC4(C3(CCC2C1(C)C)C)C)C)(C)C)C
1128,C22H36O3 ,167551,CCCCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O
1129,C22H32O3 ,5318418,CCCC=CCC=CCCCCCCCC1=C(C(=CC=C1)O)C(=O)O
1130,C22H30O3 ,,
1134,C15H20N2O ,5351589,C1CCN2CC3CC(C2C1)CN4C3=CC=CC4=O
1149,C20H30O3,11666871,CC1(CCCC2(C1CCC(=C)C2CCC3=CCOC3=O)C)CO
1150,C40H82,20149,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
1151,C23H26O10,5318465,COC1=C(C2=C(C(=O)CC(O2)C3=CC=CC=C3)C(=C1)OC4C(C(C(C(O4)CO)O)O)O)OC
1152,C23H24O12,11968627,COC1=C(C2=C(C(=C1)O)C(=O)C=C(O2)C3=C(C(=CC=C3)OC4C(C(C(C(O4)CO)O)O)O)O)OC
1153,C23H24O10,5318484,COC1=C(C2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C=C(O2)C4=CC=CC=C4)OC
1154,C25H28O12,11972378,COC1=CC=CC(=C1OC)C2=CC(=O)C3=C(O2)C(=C(C=C3OC4C(C(C(C(O4)CO)O)O)O)OC)OC
1155,C24H26O11,5318498,COC1=CC=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3OC4C(C(C(C(O4)CO)O)O)O)OC)OC
1156,C25H28O13,5318512,COC1=C(C2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C=C(O2)C4=C(C(=C(C=C4)O)OC)OC)OC
1157,C18H16O6,5318506,COC1=CC=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)OC
1158,C26H40O10,44593583,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)COC4C(C(C(C(O4)CO)O)O)O)O
1159,C20H30O5 ,45358107,CC12CCC(C(C1CCC(=C)C2C=CC3C(COC3=O)O)(C)CO)O
1161,C22H36O7,9548612,CC(=O)OC1C2CCC3C1(CC(C4(C(C3(C)O)CC(C4(C)C)O)O)O)CC2(C)O
1162,C15H20O8 ,10336601,CC(=O)C1=CC(=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O)OC
1163,C19H32O2 ,9857254,CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O
1164,C19H32O2 ,15818,CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O
1165,C19H28O2 ,222865,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C
1166,C19H28O2 ,440114,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C
1167,C19H32O2 ,9857253,CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O
1168,C19H24O2 ,12452,CC12CCC3C(C1CCC2=O)C=CC4=CC(=O)CCC34C
1169,C19H26O2,45038166,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C
1170,C19H30O2 ,24867471,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O
1171,C39H66O14 ,101672380,CC1C2C(C(C3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)O)OC1(CCC(C)C)O
1172,C40H68O14 ,,
1173,C45H74O18 ,11968718,CC1=C(OC2C1C3(CCC4C(C3C2)CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)CCC(C)COC8C(C(C(C(O8)CO)O)O)O
1174,C45H74O18 ,,
1175,C46H78O19 ,24893605,CC1C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)OC1(CCC(C)COC8C(C(C(C(O8)CO)O)O)O)OC
1176,C50H82O23 ,102586053,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)C)C)C)OC1
1177,C50H80O23 ,10056936,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)C)C)C)OC1
1178,C10H8O4 ,46173847,C1CC2(C13C=CC(=O)O3)C=CC(=O)O2
1179,C5H4O2 ,66948,C=C1C=CC(=O)O1
1180,C30H48O4 ,11812750,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)CO)O)C)C(=O)O
1181,C41H66O12 ,6325443,CC1C(C(C(C(O1)OC2CCC3(C4CCC5C6C(CCC6(CCC5(C4(CCC3C2(C)CO)C)C)C(=O)O)C(=C)C)C)OC7C(C(C(CO7)O)O)O)O)O
1182,C59H96O26 ,11968645,CC1C(C(C(C(O1)OC2CCC3(C4CCC5C6C(CCC6(CCC5(C4(CCC3C2(C)CO)C)C)C(=O)OC7C(C(C(C(O7)C)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)O)O)C(=C)C)C)OC1C(C(C(CO1)O)O)O)O)O
1183,C10H12O,1549040,CC=CC1=CC=C(C=C1)OC
1186,C10H12O ,1549040,CC=CC1=CC=C(C=C1)OC
1188,C5H8O2 ,643915,CC=C(C)C(=O)O
1190,C24H28O4 ,6442656,CCCC=C1C2=C(C3C(CC2)C(C34C5=C(C=CCC5)C(=O)O4)CCC)C(=O)O1
1191,C29H50O ,457801,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
1193,C16H16O5 ,616303,CC(=CC(=O)C1=C(C=C(C2=C1OC(=O)C=C2)OC)OC)C
1194,C14H14O5 ,,
1196,C15H18O6 ,10017318,CC(C)(C(C(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)O)O)O
1197,C20H24O7 ,10362168,CC=C(C)C(=O)OC(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)C(C(C)(C)O)O
1198,C20H24O7 ,44144314,CC=C(C)C(=O)OC(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)C(C(C)(C)O)O
1199,C17H22O6 ,10087472,CCOC(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)C(C(C)(C)O)O
1200,C20H24O7 ,10248936,CC=C(C)C(=O)OC(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)C(C(C)(C)O)O
1206,C28H36O8 ,5318766,CC=C(C)C(=O)OC1=C2C(=CC(=C1OC)OC)CC(C(CC3=CC(=C(C(=C32)OC)OC)OC)(C)O)C
1207,C28H34O8 ,91864462,CC=C(C)C(=O)OC1C(C(CC2=CC3=C(C(=C2C4=C(C(=C(C=C14)OC)OC)OC)OC)OCO3)C)C
1208,C28H34O9 ,53325466,CC=C(C)C(=O)OC1C2=CC3=C(C(=C2C4=C(C(=C(C=C4CC(C1(C)O)C)OC)OC)OC)OC)OCO3
1209,C29H38O9,5318795,CC=C(C)C(=O)OC1C2=CC(=C(C(=C2C3=C(C(=C(C=C3CC(C1(C)O)C)OC)OC)OC)OC)OC)OC
1212,C28H34O8,5367844,CC=C(C)C(=O)OC1C(C(CC2=CC(=C(C(=C2C3=C(C4=C(C=C13)OCO4)OC)OC)OC)OC)C)C
1233,C13H19NO3,643693,CC=C(C)C(=O)OC1CCN2C1C(=CC2)CO
1234,C13H19NO3,5318830,CC=C(C)C(=O)OCC1=CCN2C1C(CC2)O
1240,C16H16O4,3584988,CC(C1=CC=C(C=C1)OC)C(=O)C2=C(C=C(C=C2)O)O
1244,C19H15N3O ,3084770,CC1=NC=C2C(=C1)C=C3C4=C(CCN3C2=O)C5=CC=CC=C5N4
1252,C20H17N3O2 ,3084765,CC(C1=C2C=C3C4=C(CCN3C(=O)C2=CN=C1)C5=CC=CC=C5N4)O
1257,C32H50O5 ,5318945,CC(CC(C(C(=C)C)O)O)C1=C2CC(C3C4(CCC(=O)C(C4CCC3(C2(CC1)C)C)(C)C)C)OC(=O)C
1258,C32H50O5 ,5318952,CC(CC(C(C(=C)C)OC(=O)C)O)C1=C2CC(C3C4(CCC(=O)C(C4CCC3(C2(CC1)C)C)(C)C)C)O
1259,C22H24O4,5318957,CC(=CCC(C=CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)C
1263,C23H30O11 ,11465803,COC1=C(C=CC(=C1)C(CO)C(C2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)OC)O)O
1264,C21H32O6 ,,
1275,C33H40O15 ,,
1278,C21H20O4 ,5319004,CC(=C)C=CCC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C
1279,C21H20O5 ,5319014,CC(=C)C1C(O1)CC(=CCOC2=C3C=CC(=O)OC3=CC4=C2C=CO4)C
1282,C8H8O2 ,31244,COC1=CC=C(C=C1)C=O
1284,C8H8O3 ,11370,COC1=CC=CC=C1C(=O)O
1285,C15H20O6,45267954,CC12CCC3(C1(CC(=O)O2)C(C4(C3(COC4=O)C)C)O)O
1286,C15H20O6,15628258,CC12CCC3(C1(CC(=O)O2)C(C4(C3(COC4=O)C)C)O)O
1287,C17H22O3,45357570,C1CC2CC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
1289,C10H12O2,31231,CC(=O)CC1=CC=C(C=C1)OC
1291,C20H19N3O3,442884,CNC1=C(C=C(C=C1)C2CCN3C2=NC4=CC=CC=C4C3=O)C(=O)OC
1292,C32H45NO8 ,101253593,CCN1CC2(CCC(C34C2C(C(C31)C5(CC(C6CC4C5C6OC(=O)C7=CC=C(C=C7)OC)OC)O)OC)O)COC
1348,C17H15NO2 ,3462225,C1CNC2CC3=CC=CC=C3C4=C2C1=CC5=C4OCO5
1349,C20H26O7 ,5319266,CC(C)CC(=O)OC(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)C(C(C)(C)O)O
1350,C10H16N4O3 ,10014512,CN1C=NC=C1CC(C(=O)O)NC(=O)CCN
1358,C40H56O3,45109816,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC23C(CC(CC2(O3)C)O)(C)C)C)C
1362,C22H22O10,5319323,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)OC)OC4C(C(C(C(O4)CO)O)O)O
1363,C21H20O10 ,5319333,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)OC4C(C(C(C(O4)CO)O)O)O
1365,C14H10O ,10731,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2O
1367,C14H8O2,6780,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O
1465,C20H30O3,72369,CC12CCCC3(C1CCC45C3CCC(C4)C(C5)(C)O)COC2=O
1475,C34H51N5O6 ,44543716,CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CN(C4C3C=CC=C4)OC)CCCCCC(=O)CC
1476,C15H9O5- ,25200950,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3[O-])O)O
1480,C25H26O13 ,21576179,C1C(C(C(C(O1)C2=C(C3=C(C(=C2O)C4C(C(C(CO4)O)O)O)OC(=CC3=O)C5=CC=C(C=C5)O)O)O)O)O
1481,C25H26O13 ,,
1483,C30H24O14 ,6479876,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)OC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O)O
1485,C30H26O12,,
1490,C27H30O15,10841200,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)O
1492,C21H20O10 ,45933926,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O
1497,C27H30O14 ,45479322,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
1498,C21H20O9 ,91668468,CC1C(C(C(C(O1)OC2=CC=C(C=C2)C3=CC(=O)C4=C(C=C(C=C4O3)O)O)O)O)O
1499,C27H30O14 ,5377847,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O
1500,C26H28O14,,
1501,C25H26O13 ,,
1511,C26H30O14 ,,
1513,C21H30O12,11070763,CCC(=O)C1=CC(=C(C=C1)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O)OC
1514,C26H30O14,,
1520,C12H14O4 ,10659,COC1=C2C(=C(C(=C1)CC=C)OC)OCO2
1521,C5H10O5 ,5460157,C(C(CO)(C(C=O)O)O)O
1524,C20H28O12 ,,
1525,C17H28 ,5352710,CCC=CCC=CCC=CCCCCCC=C
1526,C17H22BrNO2,23624053,CN1C2CCC1CC(C2)OC(=O)C(=C)C3=CC=CC=C3.Br
1534,C17H19NO3 ,6419932,CN1C2CC(CC1C3C2O3)OC(=O)C(=C)C4=CC=CC=C4
1568,C26H28O13 ,21722008,C1C(C(C(C(O1)C2=C(C3=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)OC(=CC3=O)C5=CC=CC=C5)O)O)O)O
1569,C26H28O13 ,,
1576,C35H56O7,15625540,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1C)C)C(=O)O
1577,C47H76O17,102364529,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1)C)C(=O)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C
1579,C35H56O8 ,,
1580,C41H66O13 ,71609288,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1(C)O)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
1581,C41H66O13 ,14101171,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(CO6)O)O)O)C)C)C2C1)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C
1582,C35H54O8 ,11570733,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(CO4)O)O)O)C)CC=C5C3(CCC6(C5C(C(=C)CC6)(C)O)C(=O)O)C)C)C
1583,C41H64O13 ,11104682,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(CO6)O)O)O)C)C)C2C1=C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
1584,C35H56O8 ,,
1585,C48H70O17 ,101135527,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1(C)O)C)C(=O)OC7C(C(C(C(O7)COC(=O)C8=CC(=C(C(=C8)O)O)O)O)O)O
1586,C41H66O13 ,,
1587,C35H54O7 ,636940,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2=C1C)C)C(=O)O
1588,C35H54O7 ,11671516,CC1=C(C2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(CC1)C(=O)O)C)C)(C)C)OC6C(C(C(CO6)O)O)O)C)C
1589,C35H54O7 ,11657193,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1=C)C)C(=O)O
1590,C41H64O12 ,101763923,CC1CCC2(CCC3(C(=C2C1C)C=CC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
1591,C41H64O12 ,11136408,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1=C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
1598,C20H40O2 ,10467,CCCCCCCCCCCCCCCCCCCC(=O)O
1599,C19H22N2O8 ,101252793,CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)C=NNC(=O)C2=CC=CC=C2
1600,C16H16O6 ,11420256,COC1=C(C=CC(=C1)C2C(CC3=C(C=C(C=C3O2)O)O)O)O
1608,C47H74O18 ,11968764,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(O7)CO)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C
1617,C15H22O3 ,11086187,CC12CCCC(C1C3C(CC2)C(=C)C(=O)O3)(C)O
1618,C12H16O7 ,7576924,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O
1619,C24H26O7 ,53297351,CC=C(C)C(=O)OC(C)(C)C1C(C2=C(O1)C=CC3=C2OC(=O)C=C3)OC(=O)C=C(C)C
1621,C21H24O6 ,230232,COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC
1623,C28H38O11 ,53399178,CC1C(C(C(C(O1)CO)O)O)O.COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC
1653,C18H16O8 ,158311,COC1=C(C=C(C(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O)O
1654,C7H11NO2 ,10355,CN1CCC=C(C1)C(=O)O
1655,C45H38O18 ,13752000,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C(C(=CC(=C34)O)O)C5C(C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O
1656,C60H50O24 ,16142155,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC(=C4C5C(C(OC6=C(C(=CC(=C56)O)O)C7C(C(OC8=CC(=CC(=C78)O)O)C9=CC(=C(C=C9)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O
1657,C8H13NO2 ,5319882,CN1CC(=C(C=C1)OC)OC
1658,C8H14BrNO2 ,9301,CN1CCC=C(C1)C(=O)OC.Br
1664,C24H32O6,12305198,CC12CCC(CC1CCC3C2C(C(=O)C4(C3(CCC4C5=COC(=O)C=C5)O)C)O)O
1673,C56H112N36O11 ,49769220,CC(=O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)O
1674,C18H34N4O12 ,11968784,C1C(C(C(C(O1)(CNC(CCCN=C(N)N)C(=O)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O
1691,C18H15NO6 ,5320068,COC1=C(C2=C(C(=C1)C(=O)OC)C(=CC3=CC=CC=C32)[N+](=O)[O-])OC
1692,C16H11NO3,148657,COC1=C(C=C2C3=C1C4=CC=CC=C4C=C3NC2=O)O
1695,C17H13NO3,162739,COC1=C(C2=C3C(=C1)C(=O)NC3=CC4=CC=CC=C42)OC
1698,C17H11NO4,96710,COC1=CC=CC2=C3C4=C(C=C21)NC(=O)C4=CC5=C3OCO5
1699,C16H9NO3,148745,C1OC2=C(O1)C3=C4C(=C2)C(=O)NC4=CC5=CC=CC=C53
1701,C15H26O,22215266,CC1CCCC2C1(C3C(C3(C)C)CC2O)C
1703,C15H22O,22833259,CC1CCC(=O)C2C1(C3C(C3(C)C)C=C2)C
1704,C15H24,530421,CC1CCCC2=CCC3C(C12C)C3(C)C
1706,C15H24O,,
1707,C15H22O,5320095,CC1CC(=O)C=C2C1(C3C(C3(C)C)CC2)C
1708,C16H8O4,,
1713,C17H11NO7 ,2236,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O
1714,C18H13NO8,167493,COC1=CC2=C3C(=C(C=C2C(=C1)OC)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O
1716,C16H9NO6,108168,C1OC2=C(O1)C3=C(C(=C2)C(=O)O)C(=CC4=CC=CC=C43)[N+](=O)[O-]
1717,C17H11NO6,85790593,COC(=O)C1=CC2=C(C3=C1C(=CC4=CC=CC=C43)[N+](=O)[O-])OCO2
1718,C18H13NO7,96709,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)OC
1720,C19H15NO8,176931,COC1=CC2=C3C(=C(C=C2C(=C1)OC)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)OC
1723,C15H22O ,6432651,CC1CCCC2=CC(=O)C3C(C12C)C3(C)C
1725,C23H21NO13,128576,COC1=CC(=CC2=C3C(=C(C=C12)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O)OC5C(C(C(C(O5)CO)O)O)O
1728,C31H41NO15,11028762,COC1=C(C=CC(=C1)CCNC(=O)C=CC2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)OC)OC4C(C(C(C(O4)CO)O)O)O
1729,C32H31NO8,10840539,CC(CC1=CCCC(C1C(=C)C=O)(C)C=C)OC(=O)C2=CC3=C(C4=C5C=CC=C(C5=CC(=C24)[N+](=O)[O-])OC)OCO3
1732,C30H48O6 ,12444386,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1O)C)C(=O)O)C
1733,C36H58O11 ,49768307,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C
1735,C36H58O10,52951052,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C
1738,C19H23NO3 ,680292,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)OC
1744,C18H20O5,6505036,CC(=CCCC1=COC=C1)CC2=CC(=O)C(=C(C2=O)OC)OC
1749,C30H50O2,5320220,CC1C2C3C(CC4C5(CCC(C(C5CCC4(C3(CCC2(CCC1=C)C)C)C)(C)C)O)C)O
1763,C15H24 ,11095734,CC1CCC2C1C3C(C3(C)C)CCC2=C
1764,C15H12O6 ,11449086,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
1792,C20H20O8 ,5320351,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)OC
1793,C10H18O ,10898915,CC(=CC(C(C)(C)C=C)O)C
1795,C10H16O ,68346,CC(=CC(=O)C(C)(C)C=C)C
1799,C15H28O ,5320412,CC1CCC2C(CCC(C2C1)C(C)CO)C
1800,C15H20O5 ,11254484,CC1CCC2C(=C)C(=O)OC3C24C1CCC(O3)(OO4)C
1807,C19H24O4 ,21626500,CC(CO)C1CC2=C(O1)C(=CC(=C2)C=CC(=O)O)CC=C(C)C
1808,C19H24O3 ,5472440,CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C=CC(=O)O)C
1823,C31H52O ,12308619,CC(C)C1CCC2C1(CCC3(C2(CC=C4C3CCC5C4(CCC(C5(C)C)OC)C)C)C)C
1826,C38H58O13 ,101306925,CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)C)O)O
1827,C36H54O12 ,21579640,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2CC(C1=O)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C
1832,C11H12O3 ,4276,COC1=CC(=CC2=C1OCO2)CC=C
1833,C20H18O6 ,11869417,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
1834,C12H16O3 ,636750,COC1=CC(=C(C=C1CC=C)OC)OC
1835,C12H16O3 ,5281758,CC=CC1=CC(=C(C=C1OC)OC)OC
1840,C10H12O4,20525,COC1=CC(=C(C=C1C=O)OC)OC
1845,C6H8O6 ,54670067,C(C(C1C(=C(C(=O)O1)O)O)O)O
1853,C30H48O5 ,119034,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O
1854,C49H84O18,53399209,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)COC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)C)O)O)O)O)O.CC1C(C(C(C(O1)O)O)O)O
1855,C37H54O9,16091660,CC1C=C(OC2C1C3(C(CC45CC46CCC(C(C6CC=C5C3(C2)C)(C)C)OC7C(C(C(CO7)O)O)O)OC(=O)C)C)C(=O)C(C)C
1857,C17H17NO2 ,25774982,COC1=C(C=C2CCNC3C2=C1C4=CC=CC=C4C3)O
1863,C49H80O21 ,21575006,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)OC9C(C(C(CO9)O)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)C)C)C)OC1
1864,C27H40O5 ,11385250,CC1CCC2(C(C3(C(O2)CC4C3(C(CC5C4CCC6=CC(=O)CCC56C)O)C)O)C)OC1
1865,C29H46O6 ,21575013,CC1CCC2(C(C3(C(O2)CC4C3(C(=O)CC5C4CCC6C5(CCC(C6)(OC)OC)C)C)O)C)OC1
1866,C4H8N2O3 ,6992089,C(C(C(=O)[O-])[NH3+])C(=O)N
1885,C17H14O3 ,10084256,C1=CC(=CC=C1C#CC=CCOC2=CC=C(C=C2)O)O
1886,C4H7NO4 ,5960,C(C(C(=O)O)N)C(=O)O
1888,C15H20O3,257274,CC12CC3C(CC1C(=C)CCC2O)C(=C)C(=O)O3
